Time,sequence,locationID,holding
03/25/2021 11:08:43 am,46.4,92.8,91.6
03/25/2021 11:08:43 am,46.5,92.8,91.6
03/25/2021 11:08:43 am,46.6,92.8,91.6
03/25/2021 11:08:43 am,46.7,92.8,91.6
03/25/2021 11:08:43 am,46.8,92.8,91.7
03/25/2021 11:08:43 am,46.9,92.8,91.6
03/25/2021 11:08:44 am,47,92.8,91.7
03/25/2021 11:08:44 am,47.1,92.8,91.6
03/25/2021 11:08:44 am,47.2,92.8,91.6
03/25/2021 11:08:44 am,47.3,92.8,91.6
03/25/2021 11:08:44 am,47.4,92.8,91.6
03/25/2021 11:08:44 am,47.5,92.7,91.6
03/25/2021 11:08:44 am,47.6,92.7,91.6
03/25/2021 11:08:44 am,47.7,92.5,91.6
03/25/2021 11:08:44 am,47.8,92.3,91.7
03/25/2021 11:08:44 am,47.9,92.2,91.6
03/25/2021 11:08:45 am,48,92.1,91.6
03/25/2021 11:08:45 am,48.1,92,91.6
03/25/2021 11:08:45 am,48.2,91.9,91.6
03/25/2021 11:08:45 am,48.3,91.9,91.6
03/25/2021 11:08:45 am,48.4,92.2,91.6
03/25/2021 11:08:45 am,48.5,92.5,91.6
03/25/2021 11:08:45 am,48.6,93.1,91.6
03/25/2021 11:08:45 am,48.7,93.2,91.6
03/25/2021 11:08:45 am,48.8,93.1,91.6
03/25/2021 11:08:45 am,48.9,93.1,91.6
03/25/2021 11:08:46 am,49,93.1,91.6
03/25/2021 11:08:46 am,49.1,93.1,91.6
03/25/2021 11:08:46 am,49.2,93.1,91.6
03/25/2021 11:08:46 am,49.3,93.1,91.6
03/25/2021 11:08:46 am,49.4,93,91.6
03/25/2021 11:08:46 am,49.5,93,91.6
03/25/2021 11:08:46 am,49.6,93.1,91.6
03/25/2021 11:08:46 am,49.7,93.1,91.6
03/25/2021 11:08:46 am,49.8,93,91.6
03/25/2021 11:08:46 am,49.9,93,91.6
03/25/2021 11:08:47 am,50,93,91.6
03/25/2021 11:08:47 am,50.1,93,91.6
03/25/2021 11:08:47 am,50.2,93,91.6
03/25/2021 11:08:47 am,50.3,93.1,91.6
03/25/2021 11:08:47 am,50.4,93,91.6
03/25/2021 11:08:47 am,50.5,93,91.7
03/25/2021 11:08:47 am,50.6,93.1,91.6
03/25/2021 11:08:47 am,50.7,93,91.6
03/25/2021 11:08:47 am,50.8,93,91.7
03/25/2021 11:08:47 am,50.9,93,91.6
03/25/2021 11:08:48 am,51,93,91.6
03/25/2021 11:08:48 am,51.1,93,91.7
03/25/2021 11:08:48 am,51.2,93,91.6
03/25/2021 11:08:48 am,51.3,93,91.6
03/25/2021 11:08:48 am,51.4,93,91.6
03/25/2021 11:08:48 am,51.5,93.1,91.6
03/25/2021 11:08:48 am,51.6,93.1,91.6
03/25/2021 11:08:48 am,51.7,93,91.6
03/25/2021 11:08:48 am,51.8,93,91.6
03/25/2021 11:08:48 am,51.9,93,91.6
03/25/2021 11:08:49 am,52,93,91.6
03/25/2021 11:08:49 am,52.1,93,91.6
03/25/2021 11:08:49 am,52.2,93,91.6
03/25/2021 11:08:49 am,52.3,93,91.6
03/25/2021 11:08:49 am,52.4,93,91.6
03/25/2021 11:08:49 am,52.5,92.8,91.6
